exam_type,subject,year,region,data_type,grade_system,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,u,pass_rate,pass_threshold,candidates
A-Level,Political Studies,2017,UK,Exam,A*-U,6.7,20.1,29.0,24.0,13.1,5.1,,,,,2.0,98.0,A*-E,17523
A-Level,Political Studies,2016,UK,Exam,A*-U,6.5,20.7,29.2,23.9,12.8,5.0,,,,,1.8,98.2,A*-E,15540
A-Level,Political Studies,2015,UK,Exam,A*-U,7.3,20.1,28.5,23.5,13.6,5.3,,,,,1.7,98.3,A*-E,15103
A-Level,Political Studies,2014,UK,Exam,A*-U,7.7,20.2,28.7,22.7,13.1,5.7,,,,,1.9,98.1,A*-E,13761
A-Level,Political Studies,2013,UK,Exam,A*-U,6.7,22.6,29.3,22.9,12.1,5.0,,,,,1.4,98.6,A*-E,15393
A-Level,Political Studies,2012,UK,Exam,A*-U,7.0,23.1,29.1,22.1,12.2,5.0,,,,,1.5,98.5,A*-E,13260
A-Level,Political Studies,2011,UK,Exam,A*-U,8.8,23.2,29.0,21.3,11.4,4.6,,,,,1.7,98.3,A*-E,14848
A-Level,Political Studies,2010,UK,Exam,A*-U,8.7,25.1,27.9,20.7,11.3,4.6,,,,,1.7,98.3,A*-E,13744
A-Level,Political Studies,2009,UK,Exam,A*-U,,33.6,28.0,20.5,11.8,4.6,,,,,1.5,98.5,A*-E,13392
A-Level,Political Studies,2008,UK,Exam,A*-U,,32.7,28.3,21.1,11.1,5.0,,,,,1.8,98.2,A*-E,12426
A-Level,Political Studies,2007,UK,Exam,A*-U,,31.9,28.4,20.6,12.0,5.0,,,,,2.1,97.9,A*-E,12194
A-Level,Political Studies,2006,UK,Exam,A*-U,,29.4,28.7,22.0,12.6,5.4,,,,,1.9,98.1,A*-E,11345
A-Level,Political Studies,2005,UK,Exam,A*-U,,27.0,29.2,22.9,12.5,5.9,,,,,2.5,97.5,A*-E,11218
A-Level,Political Studies,2004,UK,Exam,A*-U,,27.2,28.7,21.5,13.8,6.0,,,,,2.8,97.2,A*-E,10213
A-Level,Political Studies,2003,UK,Exam,A*-U,,26.5,27.3,22.0,13.8,7.2,,,,,3.2,96.8,A*-E,9819
A-Level,Political Studies,2002,UK,Exam,A*-U,,26.8,27.4,22.2,14.8,7.7,,,,,3.5,96.5,A*-E,8770
A-Level,Political Studies,2001,UK,Exam,A*-U,,20.7,22.6,22.8,16.5,9.7,4.8,,,,2.9,92.3,A*-E,8794
A-Level,Political Studies,2000,UK,Exam,A*-U,,21.0,21.9,22.6,16.0,10.1,5.1,,,,3.3,91.6,A*-E,9172
A-Level,Political Studies,1999,UK,Exam,A*-U,,19.2,21.9,22.6,17.4,10.3,5.1,,,,3.5,91.4,A*-E,9840
A-Level,Political Studies,1998,UK,Exam,A*-U,,17.9,21.7,23.2,17.8,10.3,5.3,,,,3.8,90.9,A*-E,10051
A-Level,Political Studies,1997,UK,Exam,A*-U,,13.6,23.3,23.0,18.1,10.6,5.6,,,,5.8,88.6,A*-E,10927
A-Level,Political Studies,1996,UK,Exam,A*-U,,14.6,21.3,21.4,18.6,12.4,5.6,,,,6.1,88.3,A*-E,11292
A-Level,Political Studies,1995,UK,Exam,A*-U,,13.0,19.9,21.1,19.1,13.0,6.8,,,,7.1,86.1,A*-E,11858
A-Level,Psychology,2025,UK,Exam,A*-U,5.8,13.6,27.6,25.4,16.3,8.3,,,,,3.0,97.0,A*-E,75943
A-Level,Psychology,2024,UK,Exam,A*-U,5.8,13.6,26.6,25.0,16.8,8.8,,,,,3.4,96.6,A*-E,78556
A-Level,Psychology,2023,UK,Exam,A*-U,5.7,13.4,25.6,25.2,17.4,9.3,,,,,3.4,96.6,A*-E,80493
A-Level,Psychology,2022,UK,Exam,A*-U,10.4,18.3,28.2,22.5,13.2,5.6,,,,,1.8,98.2,A*-E,78741
A-Level,Psychology,2021,UK,Exam,A*-U,13.9,23.1,27.4,21.2,9.8,4.0,,,,,0.6,99.4,A*-E,71235
A-Level,Psychology,2020,UK,Teacher,A*-U,9.0,20.2,28.4,26.2,12.1,3.8,,,,,0.3,99.7,A*-E,65263
A-Level,Psychology,2020,UK,Exam,A*-U,4.3,12.8,27.0,28.8,17.7,7.0,,,,,2.4,97.6,A*-E,65255
A-Level,Psychology,2019,UK,Exam,A*-U,4.2,12.4,26.5,27.9,17.8,8.3,,,,,2.9,97.1,A*-E,64598
A-Level,Psychology,2018,UK,Exam,A*-U,4.5,13.2,26.9,27.7,17.7,7.2,,,,,2.8,97.2,A*-E,59708
A-Level,Psychology,2017,UK,Exam,A*-U,4.5,13.5,27.4,28.1,17.2,6.6,,,,,2.7,97.3,A*-E,58663
A-Level,Psychology,2016,UK,Exam,A*-U,5.2,12.7,26.8,27.1,17.7,7.8,,,,,2.7,97.3,A*-E,59469
A-Level,Psychology,2015,UK,Exam,A*-U,4.4,12.7,26.5,27.1,18.3,8.1,,,,,2.9,97.1,A*-E,57014
A-Level,Psychology,2014,UK,Exam,A*-U,4.8,12.0,25.4,26.8,18.9,9.0,,,,,3.1,96.9,A*-E,54818
A-Level,Psychology,2013,UK,Exam,A*-U,4.0,13.0,26.1,26.8,19.0,8.5,,,,,2.6,97.4,A*-E,56088
A-Level,Psychology,2012,UK,Exam,A*-U,4.2,13.3,26.1,26.8,18.3,8.6,,,,,2.7,97.3,A*-E,56486
A-Level,Psychology,2011,UK,Exam,A*-U,4.3,13.9,25.1,26.4,18.5,8.9,,,,,2.9,97.1,A*-E,56133
A-Level,Psychology,2010,UK,Exam,A*-U,5.2,13.5,24.8,26.1,18.6,8.7,,,,,3.1,96.9,A*-E,54940
A-Level,Psychology,2009,UK,Exam,A*-U,,19.2,24.8,24.8,18.5,9.7,,,,,3.0,97.0,A*-E,52872
A-Level,Psychology,2008,UK,Exam,A*-U,,19.3,23.8,24.6,18.6,10.3,,,,,3.4,96.6,A*-E,52706
A-Level,Psychology,2007,UK,Exam,A*-U,,19.0,23.2,24.2,18.8,10.7,,,,,4.1,95.9,A*-E,52048
A-Level,Psychology,2006,UK,Exam,A*-U,,17.8,22.9,24.5,18.9,11.2,,,,,4.7,95.3,A*-E,52621
A-Level,Psychology,2005,UK,Exam,A*-U,,17.8,22.7,23.6,19.3,11.8,,,,,4.8,95.2,A*-E,50035
A-Level,Psychology,2004,UK,Exam,A*-U,,17.8,22.7,23.8,18.9,11.5,,,,,5.3,94.7,A*-E,46933
A-Level,Psychology,2003,UK,Exam,A*-U,,16.9,22.3,23.4,19.5,11.9,,,,,6.0,94.0,A*-E,41949
A-Level,Psychology,2002,UK,Exam,A*-U,,15.3,20.5,22.8,20.4,13.8,,,,,7.2,92.8,A*-E,34611
A-Level,Psychology,2001,UK,Exam,A*-U,,12.5,18.8,20.6,17.7,14.9,9.0,,,,6.5,84.5,A*-E,31740
A-Level,Psychology,2000,UK,Exam,A*-U,,11.6,18.4,20.2,18.6,14.2,10.0,,,,7.0,83.0,A*-E,30187
A-Level,Psychology,1999,UK,Exam,A*-U,,11.9,17.8,20.6,18.3,14.0,10.1,,,,7.3,82.6,A*-E,28737
A-Level,Psychology,1998,UK,Exam,A*-U,,11.1,16.7,20.2,18.8,14.9,10.5,,,,7.8,81.7,A*-E,29796
A-Level,Psychology,1997,UK,Exam,A*-U,,11.0,17.4,19.4,18.4,14.4,9.6,,,,9.8,80.6,A*-E,27209
A-Level,Psychology,1996,UK,Exam,A*-U,,11.2,16.9,18.3,17.9,15.1,9.8,,,,10.8,79.4,A*-E,23877
A-Level,Psychology,1995,UK,Exam,A*-U,,10.8,16.1,17.6,18.0,15.5,10.3,,,,10.7,78.0,A*-E,22111
A-Level,Religious Studies,2025,UK,Exam,A*-U,5.9,19.6,31.1,24.6,12.6,4.7,,,,,1.5,98.5,A*-E,16439
A-Level,Religious Studies,2024,UK,Exam,A*-U,6.0,19.7,29.2,23.9,13.8,5.6,,,,,1.8,98.2,A*-E,16622
A-Level,Religious Studies,2023,UK,Exam,A*-U,6.3,20.0,29.8,23.4,12.9,5.6,,,,,1.9,98.1,A*-E,16853
A-Level,Religious Studies,2022,UK,Exam,A*-U,12.3,23.9,31.6,19.8,8.4,3.0,,,,,1.0,99.0,A*-E,17789
A-Level,Religious Studies,2021,UK,Exam,A*-U,16.0,28.4,28.8,18.7,5.7,2.0,,,,,0.3,99.7,A*-E,18382
A-Level,Religious Studies,2020,UK,Teacher,A*-U,11.3,25.1,30.0,23.2,8.1,2.1,,,,,0.2,99.8,A*-E,17539
A-Level,Religious Studies,2020,UK,Exam,A*-U,5.8,19.3,29.9,25.7,13.2,4.8,,,,,1.3,98.7,A*-E,17539
A-Level,Religious Studies,2019,UK,Exam,A*-U,4.3,17.6,28.6,26.2,15.4,6.1,,,,,1.8,98.2,A*-E,19406
A-Level,Religious Studies,2018,UK,Exam,A*-U,4.6,18.2,29.9,26.1,13.9,5.5,,,,,1.8,98.2,A*-E,20527
A-Level,Religious Studies,2017,UK,Exam,A*-U,5.2,18.3,31.2,26.1,12.8,4.7,,,,,1.7,98.3,A*-E,26086
A-Level,Religious Studies,2016,UK,Exam,A*-U,5.2,18.3,31.1,25.8,13.4,4.6,,,,,1.6,98.4,A*-E,27032
A-Level,Religious Studies,2015,UK,Exam,A*-U,5.0,18.8,30.6,25.7,13.6,4.9,,,,,1.4,98.6,A*-E,25773
A-Level,Religious Studies,2014,UK,Exam,A*-U,6.2,18.6,29.4,25.3,13.8,5.2,,,,,1.5,98.5,A*-E,24213
A-Level,Religious Studies,2013,UK,Exam,A*-U,4.9,20.6,29.8,25.0,13.8,4.7,,,,,1.2,98.8,A*-E,23354
A-Level,Religious Studies,2012,UK,Exam,A*-U,5.0,20.5,30.4,24.4,13.3,5.0,,,,,1.4,98.6,A*-E,23042
A-Level,Religious Studies,2011,UK,Exam,A*-U,5.5,21.8,30.5,23.4,12.5,4.8,,,,,1.5,98.5,A*-E,22325
A-Level,Religious Studies,2010,UK,Exam,A*-U,6.0,21.5,28.5,23.3,13.3,5.7,,,,,1.7,98.3,A*-E,21233
A-Level,Religious Studies,2009,UK,Exam,A*-U,,26.7,30.7,23.6,13.0,4.6,,,,,1.4,98.6,A*-E,21079
A-Level,Religious Studies,2008,UK,Exam,A*-U,,26.7,30.0,24.2,13.1,4.6,,,,,1.4,98.6,A*-E,20134
A-Level,Religious Studies,2007,UK,Exam,A*-U,,27.0,31.0,23.6,12.5,4.6,,,,,1.3,98.7,A*-E,19006
A-Level,Religious Studies,2006,UK,Exam,A*-U,,26.5,29.4,24.3,12.9,5.3,,,,,1.6,98.4,A*-E,18205
A-Level,Religious Studies,2005,UK,Exam,A*-U,,25.3,30.5,23.9,13.3,5.4,,,,,1.6,98.4,A*-E,16859
A-Level,Religious Studies,2004,UK,Exam,A*-U,,24.9,30.5,24.1,13.6,5.2,,,,,1.7,98.3,A*-E,14418
A-Level,Religious Studies,2003,UK,Exam,A*-U,,23.0,28.8,25.3,14.8,6.0,,,,,2.1,97.9,A*-E,12671
A-Level,Religious Studies,2002,UK,Exam,A*-U,,20.8,28.7,25.2,15.5,6.7,,,,,3.1,96.9,A*-E,10685
A-Level,Religious Studies,2001,UK,Exam,A*-U,,18.2,22.8,25.0,17.4,9.2,4.4,,,,3.0,92.6,A*-E,9532
A-Level,Religious Studies,2000,UK,Exam,A*-U,,16.0,22.6,23.2,18.7,10.5,5.4,,,,3.6,91.0,A*-E,9178
A-Level,Religious Studies,1999,UK,Exam,A*-U,,17.4,20.4,23.9,17.7,10.5,5.7,,,,4.4,89.9,A*-E,8997
A-Level,Religious Studies,1998,UK,Exam,A*-U,,14.9,21.2,22.1,19.1,12.0,6.0,,,,4.7,89.3,A*-E,9138
A-Level,Religious Studies,1997,UK,Exam,A*-U,,14.1,19.0,23.9,20.4,12.5,5.7,,,,4.4,89.9,A*-E,9261
A-Level,Religious Studies,1996,UK,Exam,A*-U,,14.3,19.8,23.6,19.8,11.6,6.0,,,,4.3,89.7,A*-E,9053
A-Level,Religious Studies,1995,UK,Exam,A*-U,,13.1,18.3,23.0,20.1,13.7,6.8,,,,5.0,88.2,A*-E,8933
A-Level,Religious Studies,1994,UK,Exam,A*-U,,12.0,16.4,21.7,20.9,14.9,6.9,,,,7.1,85.9,A*-E,8718
A-Level,Religious Studies,1993,UK,Exam,A*-U,,12.7,14.3,19.8,20.8,13.7,8.1,,,,10.7,81.2,A*-E,8551
A-Level,*Science,2010,UK,Exam,A*-U,9.5,20.8,24.4,21.6,14.6,6.6,,,,,2.5,97.3,A*-E,3361
A-Level,*Science,2009,UK,Exam,A*-U,,24.5,22.5,22.0,17.6,10.2,,,,,3.2,96.8,A*-E,4496
A-Level,*Science,2008,UK,Exam,A*-U,,23.7,21.3,21.2,18.2,11.9,,,,,3.7,96.3,A*-E,4555
A-Level,*Science,2007,UK,Exam,A*-U,,23.3,21.0,23.1,17.2,11.5,,,,,3.9,96.1,A*-E,4544
A-Level,*Science,2006,UK,Exam,A*-U,,23.1,21.0,20.8,18.1,12.9,,,,,4.1,95.9,A*-E,4209
A-Level,*Science,2005,UK,Exam,A*-U,,21.0,21.1,20.9,19.4,12.7,,,,,4.9,95.1,A*-E,4414
A-Level,*Science,2004,UK,Exam,A*-U,,21.4,19.6,22.4,18.8,12.8,,,,,5.0,95.0,A*-E,4444
A-Level,*Science,2003,UK,Exam,A*-U,,20.4,18.7,21.5,19.6,14.1,,,,,5.7,94.3,A*-E,4751
A-Level,*Science,2002,UK,Exam,A*-U,,19.7,20.3,21.5,19.7,12.8,,,,,6.0,94.0,A*-E,4471
A-Level,*Science,2001,UK,Exam,A*-U,,15.0,17.0,20.8,20.4,15.7,7.2,,,,3.9,88.9,A*-E,4194
A-Level,*Science,2000,UK,Exam,A*-U,,14.4,15.8,21.1,21.6,15.7,6.7,,,,4.5,88.6,A*-E,4654
A-Level,*Science,1999,UK,Exam,A*-U,,13.3,16.1,21.9,22.1,14.9,7.4,,,,4.3,88.3,A*-E,5033
A-Level,*Science,1998,UK,Exam,A*-U,,11.7,16.1,20.9,23.1,16.5,7.8,,,,3.9,88.3,A*-E,5246
A-Level,*Science,1997,UK,Exam,A*-U,,11.4,15.4,19.6,22.2,16.7,9.3,,,,5.4,85.3,A*-E,5621
A-Level,*Science,1996,UK,Exam,A*-U,,11.0,15.4,20.8,21.3,16.4,9.0,,,,6.1,84.9,A*-E,5141
A-Level,*Science,1995,UK,Exam,A*-U,,10.4,14.8,19.0,19.8,17.2,9.7,,,,9.1,81.2,A*-E,6756
A-Level,*Science,1994,UK,Exam,A*-U,,10.3,15.6,17.9,20.0,16.5,10.1,,,,9.6,80.2,A*-E,6512
A-Level,*Science,1993,UK,Exam,A*-U,,9.9,16.4,17.5,19.5,16.4,9.8,,,,10.4,79.8,A*-E,6374
A-Level,Social Science,1995,UK,Exam,A*-U,,10.5,15.7,16.7,17.2,15.0,9.9,,,,15.0,75.1,A*-E,78074
A-Level,Social Science,1994,UK,Exam,A*-U,,9.9,15.7,16.4,17.0,15.2,10.4,,,,15.5,74.1,A*-E,78222
A-Level,Social Science,1993,UK,Exam,A*-U,,9.7,15.2,16.4,16.9,15.0,10.5,,,,16.2,73.3,A*-E,75158
A-Level,Sociology,2025,UK,Exam,A*-U,5.6,13.6,29.9,28.1,15.3,5.6,,,,,2.0,98.0,A*-E,43875
A-Level,Sociology,2024,UK,Exam,A*-U,5.4,12.9,28.0,28.0,16.8,6.6,,,,,2.3,97.7,A*-E,44359
A-Level,Sociology,2023,UK,Exam,A*-U,5.7,13.4,29.4,27.6,15.7,5.9,,,,,2.3,97.7,A*-E,47436
A-Level,Sociology,2022,UK,Exam,A*-U,9.1,17.7,30.7,24.6,12.2,4.2,,,,,1.5,98.5,A*-E,45281
A-Level,Sociology,2021,UK,Exam,A*-U,10.8,21.7,30.3,23.9,9.4,3.3,,,,,0.6,99.4,A*-E,42091
A-Level,Sociology,2020,UK,Teacher,A*-U,8.5,19.4,31.3,27.5,10.4,2.6,,,,,0.3,99.7,A*-E,38994
A-Level,Sociology,2020,UK,Exam,A*-U,4.7,13.8,30.7,28.7,15.3,5.2,,,,,1.6,98.4,A*-E,38987
A-Level,Sociology,2019,UK,Exam,A*-U,4.8,13.5,28.9,29.0,16.4,5.4,,,,,2.0,98.0,A*-E,38015
A-Level,Sociology,2018,UK,Exam,A*-U,4.9,13.3,30.1,28.6,15.7,5.3,,,,,2.1,97.9,A*-E,34873
A-Level,Sociology,2017,UK,Exam,A*-U,4.8,14.0,30.5,28.0,15.4,5.5,,,,,1.8,98.2,A*-E,34607
A-Level,Sociology,2016,UK,Exam,A*-U,5.6,13.2,27.1,28.6,17.0,6.4,,,,,2.1,97.9,A*-E,33980
A-Level,Sociology,2015,UK,Exam,A*-U,4.1,13.6,30.1,29.4,15.3,5.5,,,,,2.0,98.0,A*-E,32258
A-Level,Sociology,2014,UK,Exam,A*-U,5.1,13.2,28.4,28.1,16.7,6.4,,,,,2.1,97.9,A*-E,30594
A-Level,Sociology,2013,UK,Exam,A*-U,4.2,13.9,27.7,28.8,16.9,6.5,,,,,2.0,98.0,A*-E,30688
A-Level,Sociology,2012,UK,Exam,A*-U,4.2,13.9,26.8,28.4,17.8,6.9,,,,,2.0,98.0,A*-E,31357
A-Level,Sociology,2011,UK,Exam,A*-U,4.8,14.6,26.4,27.2,17.9,7.0,,,,,2.1,97.9,A*-E,30714
A-Level,Sociology,2010,UK,Exam,A*-U,5.4,14.9,26.8,27.1,17.0,6.7,,,,,2.1,97.9,A*-E,29665
A-Level,Sociology,2009,UK,Exam,A*-U,,21.0,27.3,26.4,16.5,6.9,,,,,1.9,98.1,A*-E,29445
A-Level,Sociology,2008,UK,Exam,A*-U,,21.8,27.1,25.3,16.5,7.0,,,,,2.3,97.7,A*-E,28437
A-Level,Sociology,2007,UK,Exam,A*-U,,21.3,26.3,25.4,16.8,7.6,,,,,2.6,97.4,A*-E,27567
A-Level,Sociology,2006,UK,Exam,A*-U,,20.5,26.3,25.8,17.0,7.6,,,,,2.8,97.2,A*-E,27321
A-Level,Sociology,2005,UK,Exam,A*-U,,18.9,25.9,25.8,17.9,8.5,,,,,3.0,97.0,A*-E,26717
A-Level,Sociology,2004,UK,Exam,A*-U,,18.3,24.9,26.0,18.9,8.5,,,,,3.4,96.6,A*-E,25571
A-Level,Sociology,2003,UK,Exam,A*-U,,18.0,24.7,24.9,18.3,9.8,,,,,4.3,95.7,A*-E,24396
A-Level,Sociology,2002,UK,Exam,A*-U,,15.5,22.3,25.3,19.6,11.9,,,,,5.4,94.6,A*-E,22720
A-Level,Sociology,2001,UK,Exam,A*-U,,13.7,18.7,20.0,17.1,14.2,9.2,,,,7.1,83.7,A*-E,23089
A-Level,Sociology,2000,UK,Exam,A*-U,,13.6,19.3,19.9,17.3,13.4,9.5,,,,7.0,83.5,A*-E,23901
A-Level,Sociology,1999,UK,Exam,A*-U,,12.7,18.6,19.2,16.3,14.5,10.2,,,,8.5,81.3,A*-E,24749
A-Level,Sociology,1998,UK,Exam,A*-U,,12.1,18.0,19.4,16.6,14.1,10.7,,,,9.1,80.2,A*-E,26242
A-Level,Sociology,1997,UK,Exam,A*-U,,11.0,16.1,16.3,16.9,15.6,9.8,,,,14.3,75.9,A*-E,30139
A-Level,Sociology,1996,UK,Exam,A*-U,,10.9,15.1,16.4,17.5,14.7,9.6,,,,5.8,74.6,A*-E,29871
A-Level,Sociology,1995,UK,Exam,A*-U,,9.7,15.1,14.7,16.0,14.8,10.2,,,,19.5,70.3,A*-E,30380
A-Level,Spanish,2025,UK,Exam,A*-U,10.5,25.6,31.0,19.3,9.2,3.3,,,,,1.1,98.9,A*-E,8325
A-Level,Spanish,2024,UK,Exam,A*-U,10.9,26.1,28.9,18.8,10.5,3.6,,,,,1.2,98.8,A*-E,8238
A-Level,Spanish,2023,UK,Exam,A*-U,10.3,25.7,29.5,19.1,10.0,4.3,,,,,1.2,98.8,A*-E,8110
A-Level,Spanish,2022,UK,Exam,A*-U,22.3,28.7,23.9,14.8,7.1,2.7,,,,,0.5,99.5,A*-E,9088
A-Level,Spanish,2021,UK,Exam,A*-U,31.0,32.2,21.9,11.0,3.1,0.7,,,,,0.1,99.9,A*-E,9139
A-Level,Spanish,2020,UK,Teacher,A*-U,21.7,32.6,26.6,14.1,4.1,0.9,,,,,0.0,100.0,A*-E,8707
A-Level,Spanish,2020,UK,Exam,A*-U,15.7,28.1,27.8,17.9,7.4,2.7,,,,,0.4,99.6,A*-E,8705
A-Level,Spanish,2019,UK,Exam,A*-U,10.1,25.1,29.2,20.8,10.3,3.6,,,,,0.9,99.1,A*-E,8625
A-Level,Spanish,2018,UK,Exam,A*-U,10.4,25.3,29.4,20.3,10.2,3.7,,,,,0.7,99.3,A*-E,8255
A-Level,Spanish,2017,UK,Exam,A*-U,10.2,26.7,30.3,19.2,9.2,3.5,,,,,0.9,99.1,A*-E,8601
A-Level,Spanish,2016,UK,Exam,A*-U,8.4,26.1,31.2,20.4,9.9,3.1,,,,,0.8,99.2,A*-E,8460
A-Level,Spanish,2015,UK,Exam,A*-U,8.1,26.9,31.4,20.4,9.5,3.1,,,,,0.6,99.4,A*-E,8694
A-Level,Spanish,2014,UK,Exam,A*-U,7.7,27.9,31.9,20.3,9.1,2.5,,,,,0.6,99.4,A*-E,7601
A-Level,Spanish,2013,UK,Exam,A*-U,6.7,29.3,30.3,19.5,9.7,3.5,,,,,1.0,99.0,A*-E,7651
A-Level,Spanish,2012,UK,Exam,A*-U,6.8,29.7,30.1,19.0,10.0,3.4,,,,,1.0,99.0,A*-E,7351
A-Level,Spanish,2011,UK,Exam,A*-U,8.3,29.5,28.7,19.0,9.9,3.5,,,,,1.1,98.9,A*-E,7610
A-Level,Spanish,2010,UK,Exam,A*-U,8.5,29.9,28.4,18.6,9.2,4.1,,,,,1.3,98.7,A*-E,7629
A-Level,Spanish,2009,UK,Exam,A*-U,,39.3,27.7,18.4,9.5,4.2,,,,,0.9,99.1,A*-E,7334
A-Level,Spanish,2008,UK,Exam,A*-U,,38.7,28.3,18.6,9.8,3.7,,,,,0.9,99.1,A*-E,7055
A-Level,Spanish,2007,UK,Exam,A*-U,,38.0,28.6,18.1,9.6,4.2,,,,,1.5,98.5,A*-E,6951
A-Level,Spanish,2006,UK,Exam,A*-U,,37.0,28.3,19.1,10.4,3.9,,,,,1.3,98.7,A*-E,6520
A-Level,Spanish,2005,UK,Exam,A*-U,,36.7,27.8,19.5,10.5,4.1,,,,,1.4,98.6,A*-E,6230
A-Level,Spanish,2004,UK,Exam,A*-U,,35.2,27.7,20.0,10.6,4.6,,,,,1.9,98.1,A*-E,5966
A-Level,Spanish,2003,UK,Exam,A*-U,,33.0,27.6,19.0,12.8,5.6,,,,,2.0,98.0,A*-E,5781
A-Level,Spanish,2002,UK,Exam,A*-U,,30.6,27.1,20.4,12.4,6.7,,,,,2.8,97.2,A*-E,5572
A-Level,Spanish,2001,UK,Exam,A*-U,,28.3,23.3,18.9,13.4,9.2,4.4,,,,2.5,93.1,A*-E,5530
A-Level,Spanish,2000,UK,Exam,A*-U,,25.4,24.5,19.7,14.1,9.2,4.3,,,,2.8,92.9,A*-E,5632
A-Level,Spanish,1999,UK,Exam,A*-U,,24.6,23.8,20.4,15.3,8.8,4.0,,,,3.1,92.9,A*-E,5782
A-Level,Spanish,1998,UK,Exam,A*-U,,24.8,22.6,20.0,15.0,9.8,4.5,,,,3.3,92.2,A*-E,5653
A-Level,Spanish,1997,UK,Exam,A*-U,,24.2,22.1,18.9,15.8,9.4,5.3,,,,4.3,90.4,A*-E,5826
A-Level,Spanish,1996,UK,Exam,A*-U,,23.8,21.8,19.0,15.2,10.4,5.4,,,,4.4,90.2,A*-E,5232
A-Level,Spanish,1995,UK,Exam,A*-U,,22.4,20.8,19.9,15.6,11.1,5.7,,,,4.5,89.8,A*-E,4837
A-Level,Spanish,1994,UK,Exam,A*-U,,23.5,21.1,20.6,15.7,9.6,5.3,,,,4.2,90.5,A*-E,4740
A-Level,Spanish,1993,UK,Exam,A*-U,,21.1,19.9,18.8,16.8,11.7,6.6,,,,5.1,88.3,A*-E,4850
A-Level,Sport / PE Studies / Physical Education,2025,UK,Exam,A*-U,5.3,13.3,26.8,25.5,17.8,8.1,,,,,3.1,96.9,A*-E,13494
A-Level,Sport / PE Studies / Physical Education,2024,UK,Exam,A*-U,5.3,13.5,25.6,25.4,18.6,8.5,,,,,3.1,96.9,A*-E,13475
A-Level,Sport / PE Studies / Physical Education,2023,UK,Exam,A*-U,6.0,12.7,25.2,25.3,18.4,9.3,,,,,3.2,96.8,A*-E,13658
A-Level,Sport / PE Studies / Physical Education,2022,UK,Exam,A*-U,13.0,19.3,26.3,22.1,12.6,5.1,,,,,1.6,98.4,A*-E,13449
A-Level,Sport / PE Studies / Physical Education,2021,UK,Exam,A*-U,18.1,25.4,26.7,19.5,7.4,2.7,,,,,0.2,99.8,A*-E,12070
A-Level,Sport / PE Studies / Physical Education,2020,UK,Teacher,A*-U,10.5,21.5,28.6,25.3,10.9,3.1,,,,,0.1,99.9,A*-E,11454
A-Level,Sport / PE Studies / Physical Education,2020,UK,Exam,A*-U,6.2,14.8,27.1,26.8,16.9,6.4,,,,,1.8,98.2,A*-E,11451
A-Level,Sport / PE Studies / Physical Education,2019,UK,Exam,A*-U,4.0,11.4,26.2,27.4,19.2,8.8,,,,,3.0,97.0,A*-E,11097
A-Level,Sport / PE Studies / Physical Education,2018,UK,Exam,A*-U,4.3,11.4,25.4,27.5,19.5,8.8,,,,,3.1,96.9,A*-E,11307
A-Level,Sport / PE Studies / Physical Education,2017,UK,Exam,A*-U,3.7,13.2,23.5,24.9,19.4,12.4,,,,,2.9,97.1,A*-E,11143
A-Level,Sport / PE Studies / Physical Education,2016,UK,Exam,A*-U,3.3,12.5,23.8,25.6,20.6,11.9,,,,,2.3,97.7,A*-E,11627
A-Level,Sport / PE Studies / Physical Education,2015,UK,Exam,A*-U,3.8,10.6,21.4,26.5,22.1,12.9,,,,,2.7,97.3,A*-E,12405
A-Level,Sport / PE Studies / Physical Education,2014,UK,Exam,A*-U,3.2,11.1,22.3,25.6,22.0,13.3,,,,,2.5,97.5,A*-E,12760
A-Level,Sport / PE Studies / Physical Education,2013,UK,Exam,A*-U,3.7,11.7,22.9,26.2,21.5,11.3,,,,,2.7,97.3,A*-E,14441
A-Level,Sport / PE Studies / Physical Education,2012,UK,Exam,A*-U,3.8,11.0,22.7,26.3,21.5,11.8,,,,,2.9,97.1,A*-E,16896
A-Level,Sport / PE Studies / Physical Education,2011,UK,Exam,A*-U,4.4,10.8,21.3,25.6,22.1,12.7,,,,,3.1,96.9,A*-E,19344
A-Level,Sport / PE Studies / Physical Education,2010,UK,Exam,A*-U,4.2,11.5,21.3,25.8,21.1,12.5,,,,,3.6,96.4,A*-E,20612
A-Level,Sport / PE Studies / Physical Education,2009,UK,Exam,A*-U,,16.5,22.0,25.6,21.4,11.6,,,,,2.9,97.1,A*-E,21672
A-Level,Sport / PE Studies / Physical Education,2008,UK,Exam,A*-U,,16.0,22.1,25.3,21.2,12.1,,,,,3.3,96.7,A*-E,22340
A-Level,Sport / PE Studies / Physical Education,2007,UK,Exam,A*-U,,15.4,21.4,24.8,21.9,13.4,,,,,3.1,96.9,A*-E,21765
A-Level,Sport / PE Studies / Physical Education,2006,UK,Exam,A*-U,,13.7,20.6,25.6,22.9,13.4,,,,,3.8,96.2,A*-E,21834
A-Level,Sport / PE Studies / Physical Education,2005,UK,Exam,A*-U,,12.7,20.3,25.7,22.8,14.4,,,,,4.1,95.9,A*-E,20126
A-Level,Sport / PE Studies / Physical Education,2004,UK,Exam,A*-U,,11.9,19.8,25.2,24.0,14.4,,,,,4.7,95.3,A*-E,19589
